"id","pregunta","a","b","c","d","correcta"
"24","Según la Ley 4/21, de 16 de abril, de la Función Pública Valenciana, cuando de la instrucción de un procedimiento disciplinario resulte la existencia de indicios fundados de criminalidad, se procederá de la siguiente forma:","Se continuará con la tramitación del procedimiento disciplinario.","Se continuará con la tramitación del procedimiento disciplinario, poniéndolo en conocimiento del Ministerio Fiscal.","Se suspenderá la tramitación del procedimiento disciplinario, poniéndolo en conocimiento del Ministerio Fiscal.","Se suspenderá la tramitación del procedimiento disciplinario, poniéndolo en conocimiento del Consell.","C"
"25","Según la Ley 4/21, de 16 de abril, de la Función Pública Valenciana, señale cuál de los siguientes principios, no es un principio de la potestad disciplinaria:","Principio de legalidad y tipicidad de las faltas y sanciones.","Principio de retroactividad de las disposiciones sancionadoras no favorables y de irretroactividad de aquellas que sean favorables al presunto infractor.","Principio de culpabilidad.","Principio de presunción de inocencia.","B"
"26","Según la Ley 4/21, de 16 de abril, de la Función Pública Valenciana, una de las materias que queda excluida de la obligatoriedad de negociación colectiva es:","La determinación y aplicación de las retribuciones complementarias del personal funcionario.","Los criterios generales para la determinación de prestaciones sociales y pensiones de clases pasivas.","La regulación y determinación concreta, en cada caso, de los sistemas, criterios, órganos y procedimientos de acceso al empleo público y la promoción profesional.","Las propuestas sobre derechos sindicales y de participación.","C"
"27","Señale la respuesta correcta. En cuanto al permiso por matrimonio o unión de hecho, de acuerdo con el Decreto 42/2019, de 22 de marzo, del Consell, de regulación de las condiciones de trabajo del personal funcionario de la Administración de la Generalitat:","El personal podrá disfrutar de 15 días naturales, sin necesidad que estos sean consecutivos.","Estos días de permiso pueden acumularse a las vacaciones, pero no a los días de asuntos propios.","El personal que disfrute de este permiso por inscripción en un registro de uniones de hecho, podrá disfrutarlo de nuevo, en caso de contraer matrimonio posteriormente con la misma persona.","Este permiso no se disfrutará necesariamente a continuación del hecho causante, pero deberá hacerse dentro de los 6 meses de la celebración del matrimonio o inscripción en el registro de uniones de hecho.","D"
"28","Señale la respuesta correcta. De acuerdo con el Decreto 42/2019, de 22 de marzo, del Consell, de regulación de las condiciones de trabajo del personal funcionario de la Administración de la Generalitat, es licencia retribuida:","Licencia por interés particular.","Licencia por participación en programas acreditados de cooperación internacional.","Licencia por perfeccionamiento profesional.","Licencia por enfermedad de familiares o cualquier persona que legalmente se encuentre bajo su guardia o custodia.","B"
"29","Señale la respuesta correcta. De acuerdo con el Decreto 3/2017, de 13 de enero, del Consell, por el que se aprueba el Reglamento de selección, provisión de puestos de trabajo y movilidad del personal de la función pública valenciana, en cuanto a la comisión de servicios forzosa:","Tendrá una duración de 1 año, con posibilidad de prórroga máxima de 1 año más.","En ningún caso dará lugar a contraprestación indemnizatoria.","En el caso de que la necesidad no pudiera ser satisfecha por personal que preste sus servicios en la misma localidad, se elegirá al personal de la localidad o localidades más cercanas.","No podrá ser destinado personal con un grado de discapacidad acreditado igual o superior al 65%, ni las víctimas acreditadas de violencia de género.","C"
"30","De acuerdo con el Decreto 42/2019, de 22 de marzo, del Consell, de regulación de las condiciones de trabajo del personal funcionario de la Administración de la Generalitat, se tendrá derecho a la reducción de jornada hasta la mitad de la misma, con disminución proporcional de retribuciones:","Por tener a su cargo al cónyuge o pareja de hecho o un familiar de hasta el tercer grado de consanguinidad o segundo de afinidad que requiera especial dedicación.","Por razones de guarda legal, cuando el personal tenga a su cargo algún niño o niña de 12 años o mayor, persona mayor que requiera especial dedicación, o persona con un grado de discapacidad física, psíquica o sensorial igual o superior al 65% que no desempeñe actividad retribuida que supere el salario mínimo interprofesional.","Personal que por tener reconocido un grado de discapacidad o por razón de larga o crónica enfermedad no pueda realizar su jornada laboral completa, extremo que deberá acreditarse inicialmente por la Unidad de Valoración Médica de Incapacidades, y en aquellos casos en que sea revisable, ratificarse de forma anual por dicha Unidad.","Personal funcionario a quien le falte menos de tres años para cumplir la edad de jubilación forzosa. Siempre que resulte compatible con el correcto funcionamiento de los servicios, se podrá autorizar que la reducción de jornada se acumule en jornadas completas, sin que dicha acumulación pueda suponer, en ningún caso, un periodo superior a seis meses continuados en un periodo de un año a contar desde el día de su inicio.","C"
"31","Señale la respuesta correcta. De acuerdo con la Ley Orgánica 3/2007, de 22 de marzo, los actos y las cláusulas de los negocios jurídicos que constituyan o causen discriminación por razón de sexo:","Se considerarán anulables y darán lugar a responsabilidad a través de un sistema de reparaciones o indemnizaciones que sean reales, efectivas y proporcionadas al perjuicio sufrido.","Se considerarán nulos y sin efecto, y darán lugar a responsabilidad a través de un sistema de reparaciones o indemnizaciones que sean reales, efectivas y proporcionadas al perjuicio sufrido.","Se considerarán nulos y sin efecto, sin dar lugar a responsabilidad.","Se considerarán anulables y sin efecto, y darán lugar a responsabilidad a través de un sistema de reparaciones o indemnizaciones que sean reales, efectivas y proporcionadas al perjuicio sufrido.","B"
"32","La elaboración del Informe anual de evaluación del Plan Estatal de Sensibilización y Prevención de la Violencia de Género corresponde a:","Las Cortes Generales.","El Gobierno.","Delegación del Gobierno contra la Violencia de Género.","El Consell.","C"
"33","De acuerdo con la Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público, las entidades de derecho privado vinculadas o dependientes de las Administraciones Públicas:","Quedan sujetas a todas las normas contenidas en la Ley.","Se rigen por el derecho privado, no siéndoles de aplicación la Ley.","Se rigen por su normativa específica y supletoriamente por todas las previsiones de la presente Ley cuando ejerzan potestades administrativas y en particular por los principios previstos en el artículo 3.","Quedan sujetas a lo dispuesto en las normas de la Ley que específicamente se refieran a las mismas, en particular a los principios previstos en el artículo 3, y en todo caso, cuando ejerzan potestades administrativas.","D"
"34","Conforme a la Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público, las Administraciones Públicas, deberán respetar en su actuación y relaciones los siguientes principios:","Planificación y dirección por objetivos y control de la gestión y evaluación de los resultados de las políticas públicas.","Responsabilidad técnica en la asignación y utilización de los recursos públicos.","Buena fe, confianza legítima y lealtad recíproca en el cumplimiento de los objetivos fijados.","Eficiencia en el cumplimiento de los objetivos fijados.","A"
"35","Señale la respuesta correcta. La Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público, establece que:","Tendrán la consideración de órganos administrativos las unidades administrativas a las que se les atribuyan funciones que tengan efectos administrativos frente a terceros, o cuya actuación tenga carácter no preceptivo.","Corresponde a cada Administración Pública delimitar, en su respectivo ámbito competencial, las unidades administrativas que configuran los órganos administrativos propios de las especialidades derivadas de su organización.","Los órganos administrativos dirigirán las actividades de sus órganos dependientes mediante instrucciones y órdenes de servicio.","Tendrán la consideración de órganos administrativos las unidades administrativas a las que se les atribuyan funciones que tengan efectos administrativos frente a terceros, o cuya actuación tenga carácter vinculante.","B"
"36","Señale la respuesta correcta. Según lo establecido en la Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas, en cuanto el objeto de la Ley en su artículo 1 dispone:","Regular los requisitos de validez y eficacia de los actos administrativos y disposiciones reglamentarias de carácter general, el procedimiento administrativo común a todas las Administraciones Públicas, incluyendo el sancionador y el de reclamación de responsabilidad de las Administraciones Públicas, así como los principios a los que se ha de ajustar el ejercicio de la iniciativa legislativa popular y la potestad reglamentaria.","Regular los requisitos de validez y eficacia de los actos administrativos y disposiciones reglamentarias de carácter general, el procedimiento administrativo común a todas las Administraciones Públicas, incluyendo el sancionador y el de reclamación de responsabilidad de las Administraciones Públicas, así como los principios a los que se ha de ajustar el ejercicio de la iniciativa legislativa y la potestad reglamentaria.","Regular los requisitos de validez y eficacia de los actos administrativos, el procedimiento administrativo común a todas las Administraciones Públicas, incluyendo el sancionador y el de reclamación de responsabilidad de las Administraciones Públicas, así como los principios a los que se ha de ajustar el ejercicio de la iniciativa legislativa popular y la potestad reglamentaria.","Regular los requisitos de validez y eficacia de los actos administrativos, el procedimiento administrativo común a todas las Administraciones Públicas, incluyendo el sancionador y el de reclamación de responsabilidad de las Administraciones Públicas, así como los principios a los que se ha de ajustar el ejercicio de la iniciativa legislativa y la potestad reglamentaria.","D"
"37","Señale la respuesta correcta. Según lo establecido en la Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas, en sus artículos 4 y 5:","La representación de un interesado podrá acreditarse mediante cualquier medio válido en Derecho, aunque no deje constancia fidedigna de su existencia.","No se consideran interesados en el procedimiento administrativo, los que, sin haber iniciado el procedimiento tengan derechos que puedan resultar afectados por la decisión que en el mismo se adopte.","Se consideran interesados en el procedimiento administrativo, quienes lo promuevan como titulares de derechos o intereses legítimos individuales o colectivos.","Para formular solicitudes, presentar declaraciones responsables o comunicaciones, interponer recursos, desistir de acciones y renunciar a derechos en nombre de otra persona, no será necesario acreditar la representación.","C"
"38","De acuerdo con el artículo 35 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común, serán motivados, con sucinta referencia de hechos y fundamentos de derecho:","Los actos que se refieran a derechos subjetivos o intereses legítimos.","Los actos que se refieran a procedimientos de revisión de oficio de disposiciones o actos administrativos, recursos administrativos y procedimientos de arbitraje y los que declaren su desistimiento.","Los acuerdos de suspensión de disposiciones generales, cualquiera que sea el motivo de ésta, asi como la adopción de medidas provisionales previstas en el artículo 55.","Los acuerdos de realización de actuaciones complementarias.","D"
"39","De acuerdo con el artículo 36 de la Ley 39/2015 de 1 de octubre, del procedimiento administrativo común, podrán refundirse en un único acto, acordado por el órgano competente, que especificará las personas u otras circunstancias que individualicen los efectos del acto para cada interesado:","Cuando deba dictarse una serie de actos administrativos de la misma naturaleza y condición jurídica, tales como nombramientos, concesiones o licencias.","Cuando deba dictarse una serie de actos administrativos de la misma naturaleza, tales como nombramientos, concesiones o licencias.","Cuando deba dictarse una serie de actos jurídicos de la misma naturaleza y condición administrativa, tales como nombramientos, declaraciones o licencias.","Cuando deba dictarse una serie de actos de la misma naturaleza y condición, tales como nombramientos, declaraciones o licencias.","B"
"40","Señale la respuesta correcta. Según lo establecido en la Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas, en su artículo 128:","Los reglamentos y disposiciones administrativas no podrán vulnerar la Constitución o las leyes ni regular aquellas materias que la Constitución o los Estatutos de Autonomía reconocen de la competencia de las Cortes Generales o de las Asambleas Legislativas de las Comunidades Autónomas. Sin perjuicio de su función de desarrollo o colaboración con respecto a la ley, no podrán tipificar delitos, faltas o infracciones administrativas, establecer penas o sanciones, así como tributos, exacciones parafiscales u otras cargas o prestaciones personales o patrimoniales de carácter público.","Las disposiciones administrativas se ajustarán al orden de jerarquía que establezcan las leyes y reglamentos. Ninguna disposición administrativa podrá vulnerar los preceptos de otra de rango superior.","En aplicación del principio de eficacia, la iniciativa normativa debe evitar cargas administrativas innecesarias o accesorias y racionalizar, en su aplicación, la gestión de los recursos públicos.","En virtud de los principios de necesidad y eficiencia, la iniciativa normativa debe estar justificada por una razón de interés general, basarse en una identificación clara de los fines perseguidos y ser el instrumento más adecuado para garantizar su consecución.","A"
"41","Señale cuál de las siguientes afirmaciones es correcta. De conformidad con el artículo 61 de la Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas:","Se entiende por petición razonada, la propuesta de iniciación del procedimiento formulada por cualquier órgano administrativo superior jerárquico que no tiene competencia para iniciar el mismo y que ha tenido conocimiento de las circunstancias, conductas o hechos objeto del procedimiento, bien ocasionalmente o bien por tener competencias propias de inspección, averiguación o investigación.","Se entiende por petición razonada, la propuesta de iniciación del procedimiento formulada por cualquier persona al órgano que tiene atribuida la competencia de iniciación.","Se entiende por petición razonada, la propuesta de iniciación del procedimiento formulada por cualquier órgano administrativo que no tiene competencia para iniciar el mismo y que ha tenido conocimiento de las circunstancias, conductas o hechos objeto del procedimiento, bien ocasionalmente o bien por tener atribuidas funciones de inspección, averiguación o investigación.","Se entiende por petición razonada, la actuación derivada del conocimiento de las circunstancias, conductas o hechos objeto del procedimiento por el órgano que tiene atribuida la competencia de iniciación.","C"
"42","Señale la respuesta correcta. El artículo 73 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas, dispone que, en cualquier momento del procedimiento cuando la Administración considere que alguno de los actos de los interesados no reúne los requisitos necesarios, lo pondrá en conocimiento de su autor, concediéndole un plazo de diez días para cumplimentarlo. En caso de incumplimiento, se establece que:","Se tendrá a los interesados por desistidos de su solicitud. No obstante, se admitirá la actuación del interesado y producirá sus efectos legales, si se produjera antes o dentro del día que se notifique la resolución en la que se tenga por transcurrido el plazo.","Se acordará el archivo del procedimiento sin más trámites.","Se podrá declarar a los interesados decaídos en su derecho al trámite correspondiente.","Se resolverá la denegación de su solicitud, previa audiencia al interesado.","C"
"43","Señale cuál de los siguientes enunciados es correcto. Según el título V, de la Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas:","Iniciado el procedimiento de revisión de oficio al que se refieren los artículos 106 y 107, el órgano competente para declarar la nulidad o caducidad podrá suspender la ejecución del acto, cuando ésta pudiera causar perjuicios de imposible o difícil reparación.","Cuando el procedimiento se hubiera iniciado de oficio, el transcurso del plazo de tres meses desde su inicio sin dictarse resolución producirá la caducidad de este. Si el procedimiento se hubiera iniciado a solicitud del interesado, se podrá entender la misma desestimada por silencio administrativo.","Las administraciones públicas podrán impugnar, mientras no haya transcurrido el plazo de prescripción, sus actos de gravamen o desfavorable, siempre que dicha impugnación por lesividad no constituya dispensa o exención no permitida por las leyes, ni sea contraria al principio de igualdad, al interés público o al ordenamiento jurídico.","Las leyes podrán sustituir el recurso de alzada, en supuestos o ámbitos sectoriales determinados, y cuando la especificidad de la materia así lo justifique, por otros procedimientos de impugnación, reclamación, conciliación, mediación y arbitraje, ante órganos colegiados o Comisiones específicas no sometidas a instrucciones jerárquicas, con respeto a los principios, garantías y plazos que la presente Ley reconoce a las personas y a los interesados en todo procedimiento administrativo.","D"
"44","Señale la respuesta correcta. Según el artículo 120, sobre pluralidad de recursos administrativos, de la Ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas:","El acuerdo de suspensión del plazo para resolver la pluralidad de recursos deberá ser notificado a los interesados, quienes no podrán recurrirlo en vía administrativa.","La interposición del correspondiente recurso judicial por un interesado afectará a los restantes procedimientos de recurso que se encuentren suspendidos por traer causa del mismo acto administrativo.","Cuando deban resolverse una pluralidad de recursos administrativos que traigan causa de un mismo acto administrativo y se hubiera interpuesto un recurso judicial contra una resolución administrativa o bien contra el correspondiente acto presunto desestimatorio, el órgano administrativo podrá acordar la ampliación del plazo para resolver hasta que recaiga pronunciamiento judicial.","Recaído el pronunciamiento judicial, será comunicado a los interesados, y el órgano administrativo competente para resolver podrá dictar resolución sin necesidad de realizar ningún trámite adicional, salvo el de audiencia, cuando proceda.","D"
"45","Señale la afirmación correcta. Respecto a los principios de la potestad sancionadora, y de conformidad con lo expuesto en la Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público:","El ejercicio de la potestad sancionadora corresponde a los órganos administrativos que la tengan expresamente encomendada, por disposición de rango legal.","Únicamente por la comisión de infracciones administrativas podrán imponerse sanciones que, en todo caso, estarán delimitadas por la Ley.","Serán de aplicación las disposiciones sancionadoras vigentes en el momento de sancionarse los hechos que constituyan infracción administrativa.","Las normas definidoras de infracciones y sanciones serán susceptibles de aplicación analógica.","B"
"46","Señale la afirmación correcta. Respecto al principio de proporcionalidad previsto en el artículo 29 de la Ley 40/2015, de 1 de octubre, de régimen jurídico del sector público:","Las sanciones administrativas, sean o no de naturaleza pecuniaria, solo podrán implicar, directa o subsidiariamente, privación de libertad en los casos en que no se aprecie identidad del sujeto, hecho y fundamento.","La graduación de la sanción considerará especialmente los criterios de naturaleza de los perjuicios económicos causados, grado de intencionalidad, persistencia en la actividad infractora y reincidencia, por comisión en el término de dos años de más de una infracción de la misma naturaleza cuando así haya sido declarado por resolución firme en vía administrativa.","Cuando de la comisión de una infracción derive necesariamente la comisión de otra u otras, se deberá imponer únicamente la sanción correspondiente a la infracción más grave cometida.","Cuando lo justifique la debida adecuación entre la sanción que deba aplicarse con la gravedad del hecho constitutivo de la infracción y las circunstancias concurrentes, el órgano competente para resolver impondrá la sanción en el grado inferior.","C"
"47","Señale la afirmación INCORRECTA. Respecto el ámbito subjetivo de aplicación de la Ley 19/2013, de 9 de diciembre, de Transparencia, acceso a la información pública y buen gobierno. Las disposiciones del título I se aplicarán a:","Las entidades de Derecho Público con personalidad jurídica propia, vinculadas a cualquiera de las Administraciones Públicas o dependientes de ellas, incluidas las Universidades privadas.","Las corporaciones de Derecho Público, en lo relativo a sus actividades sujetas a Derecho Administrativo.","Las entidades gestoras y los servicios comunes de la Seguridad Social, así como las mutuas de accidentes de trabajo y enfermedades profesionales colaboradoras de la Seguridad Social.","Las fundaciones del sector público previstas en la legislación en materia de fundaciones.","A"
"48","Señale la respuesta correcta. Según el artículo 7 de la Ley 19/2013, de 9 de diciembre, de Transparencia, acceso a la información pública y buen gobierno, las Administraciones Públicas, en el ámbito de sus competencias, publicarán:","Los proyectos de Reglamentos cuya iniciativa les corresponda. Cuando sea preceptiva la solicitud de dictámenes, la publicación se producirá una vez que estos hayan sido solicitados a los órganos consultivos correspondientes sin que ello suponga automáticamente la suspensión del trámite de alegaciones.","Los documentos que, conforme a la legislación sectorial vigente, deban ser sometidos a un período de información pública durante su tramitación.","Las directrices, instrucciones, acuerdos, circulares o respuestas a consultas planteadas por los particulares u otros órganos en la medida en que no supongan una interpretación del derecho o tengan efectos jurídicos.","Los documentos que, conforme a la legislación sectorial vigente, no deban ser sometidos a un período de información pública durante su tramitación.","B"
